source,interaction,target
UBA52_UBE2I,1,RNF121
UBA52_UBE2U,1,RNF121
UBB_UBE2V1,1,RNF121
RPS27A_UBE2C,1,RNF121
UBA52_UBE2V2,1,RNF121
UBA52_UBE2L3,1,RNF121
RPS27A_UBE2D4,1,RNF121
UBA52_UBE2D3,1,RNF121
UBA52_UBE2J2,1,RNF121
RPS27A_UBE2T,1,RNF121
UBB_UBE2S,1,RNF121
UBC_UBE2U,1,RNF121
UBC_UBE2S,1,RNF121
UBB_UBE2I,1,RNF121
UBA52_UBE2L6,1,RNF121
UBC_UBE2I,1,RNF121
UBA52_UBE2D2,1,RNF121
UBC_UBE2E3,1,RNF121
RPS27A_UBE2Q1,1,RNF121
RPS27A_UBE2M,1,RNF121
UBC_UBE2D4,1,RNF121
UBB_UBE2B,1,RNF121
UBB_UBE2L5,1,RNF121
BIRC6_RPS27A,1,RNF121
UBC_UBE2NL,1,RNF121
RPS27A_UBE2U,1,RNF121
UBB_UBE2G2,1,RNF150
UBA52_UBE2G1,1,RNF150
UBA52_UBE2V1,1,RNF150
UBA52_UBE2S,1,RNF150
UBB_UBE2H,1,RNF150
UBC_UBE2V1,1,RNF150
UBC_UBE2W,1,RNF150
UBB_UBE2U,1,RNF150
UBA52_UBE2T,1,RNF150
RPS27A_UBE2I,1,RNF150
UBA52_UBE2J1,1,RNF150
UBA52_UBE2L5,1,RNF150
UBC_UBE2J1,1,RNF150
UBC_UBE2A,1,RNF150
UBB_UBE2C,1,RNF150
UBC_UBE2D1,1,RNF150
UBB_UBE2Q1,1,RNF150
RPS27A_UBE2G1,1,RNF150
RPS27A_UBE2D2,1,RNF150
UBC_UBE2B,1,RNF150
UBB_UBE2E2,1,RNF150
UBA52_UBE2Z,1,RNF150
RPS27A_UBE2L3,1,RNF150
UBA52_UBE2B,1,RNF150
UBB_UBE2L6,1,RNF150
UBC_UBE2H,1,RNF150
UBB_UBE2J2,1,RNF150
RPS27A_UBE2L6,1,RNF150
UBB_UBE2D4,1,RNF150
RPS27A_UBE2K,1,RNF150
UBB_UBE2D3,1,RNF150
RPS27A_UBE2N,1,RNF150
UBA52_UBE2E1,1,RNF150
RPS27A_UBE2V1,1,RNF150
UBC_UBE2Z,1,RNF150
RPS27A_UBE2H,1,RNF150
RPS27A_UBE2L5,1,RNF150
UBA52_UBE2N,1,RNF150
RPS27A_UBE2D3,1,RNF150
RPS27A_UBE2R2,1,RNF150
UBC_UBE2E2,1,RNF150
UBA52_UBE2W,1,RNF150
UBC_UBE2L3,1,RNF150
UBB_UBE2D2,1,RNF150
UBB_UBE2M,1,RNF150
RPS27A_UBE2V2,1,RNF150
RPS27A_UBE2NL,1,RNF150
BIRC6_UBB,1,RNF150
UBC_UBE2L6,1,RNF150
RPS27A_UBE2G2,1,RNF150
UBA52_UBE2Q1,1,RNF150
UBC_UBE2M,1,RNF150
RPS27A_UBE2J1,1,RNF150
UBC_UBE2E1,1,RNF150
UBA52_UBE2E2,1,RNF150
UBC_UBE2Q2,1,RNF150
RPS27A_UBE2D1,1,RNF150
UBA52_UBE2G2,1,RNF150
UBC_UBE2K,1,RNF150
UBA52_UBE2NL,1,RNF150
RPS27A_UBE2E1,1,RNF150
UBB_UBE2J1,1,RNF150
UBA52_UBE2E3,1,RNF150
UBB_UBE2K,1,RNF150
UBC_UBE2V2,1,RNF150
UBB_UBE2W,1,RNF150
UBC_UBE2L5,1,RNF150
UBA52_UBE2R2,1,RNF150
UBA52_UBE2K,1,RNF150
UBB_UBE2N,1,RNF150
UBB_UBE2V2,1,RNF150
UBA52_UBE2Q2,1,RNF150
UBA52_UBE2C,1,RNF150
RPS27A_UBE2A,1,RNF150
UBC_UBE2G1,1,RNF150
UBB_UBE2Z,1,RNF150
UBC_UBE2J2,1,RNF150
RPS27A_UBE2E3,1,RNF150
UBC_UBE2R2,1,RNF150
RPS27A_UBE2Z,1,RNF150
UBC_UBE2T,1,RNF150
UBB_UBE2E1,1,RNF150
UBA52_UBE2M,1,RNF150
UBB_UBE2D1,1,RNF150
UBC_UBE2D2,1,RNF150
UBB_UBE2L3,1,RNF150
RPS27A_UBE2J2,1,RNF150
UBC_UBE2N,1,RNF150
UBA52_UBE2D4,1,RNF150
UBC_UBE2G2,1,RNF150
RPS27A_UBE2W,1,RNF150
BIRC6_UBC,1,RNF150
RPS27A_UBE2E2,1,RNF150
UBB_UBE2A,1,RNF150
UBC_UBE2C,1,RNF150
UBB_UBE2E3,1,RNF150
UBB_UBE2NL,1,RNF150
RPS27A_UBE2S,1,RNF150
UBB_UBE2R2,1,RNF150
UBC_UBE2Q1,1,RNF150
UBA52_UBE2A,1,RNF150
RPS27A_UBE2B,1,RNF150
UBB_UBE2G1,1,RNF150
UBB_UBE2Q2,1,RNF150
RPS27A_UBE2Q2,1,RNF150
UBB_UBE2T,1,RNF150
UBC_UBE2D3,1,RNF150
BIRC6_UBA52,1,RNF150
UBA52_UBE2H,1,RNF150
UBA52_UBE2D1,1,RNF150
UBA52_UBE2I,1,RNF150
UBA52_UBE2U,1,RNF150
UBB_UBE2V1,1,RNF150
RPS27A_UBE2C,1,RNF150
UBA52_UBE2V2,1,RNF150
UBA52_UBE2L3,1,RNF150
RPS27A_UBE2D4,1,RNF150
UBA52_UBE2D3,1,RNF150
UBA52_UBE2J2,1,RNF150
RPS27A_UBE2T,1,RNF150
UBB_UBE2S,1,RNF150
UBC_UBE2U,1,RNF150
UBC_UBE2S,1,RNF150
UBB_UBE2I,1,RNF150
UBA52_UBE2L6,1,RNF150
UBC_UBE2I,1,RNF150
UBA52_UBE2D2,1,RNF150
UBC_UBE2E3,1,RNF150
RPS27A_UBE2Q1,1,RNF150
RPS27A_UBE2M,1,RNF150
UBC_UBE2D4,1,RNF150
UBB_UBE2B,1,RNF150
UBB_UBE2L5,1,RNF150
BIRC6_RPS27A,1,RNF150
UBC_UBE2NL,1,RNF150
RPS27A_UBE2U,1,RNF150
UCHL1,1,UBC
MPHOSPH10,1,IMP3
SND1,1,STAT6
F2R,1,GNA15
AURKA,1,CTNNB1
TRPM7,1,PLCG2
KLC1,1,TOR1A
HSP90AB1,1,AR
ABL1,1,VCL
SGK3,-1,GSK3B
ATM,-1,ELF4
ATM,1,MAD1L1
CRBN,-1,SALL4
CASP8,1,CASP3
WNT7B,1,FZD10
PRKCB,1,SYT6
ZC3H12A,1,TAL1
PAK1,1,ARPC1B
SP1,1,CRX
UBB_UBE2G2,1,RC3H2
UBA52_UBE2G1,1,RC3H2
UBA52_UBE2V1,1,RC3H2
UBA52_UBE2S,1,RC3H2
UBB_UBE2H,1,RC3H2
UBC_UBE2V1,1,RC3H2
UBC_UBE2W,1,RC3H2
UBB_UBE2U,1,RC3H2
UBA52_UBE2T,1,RC3H2
RPS27A_UBE2I,1,RC3H2
UBA52_UBE2J1,1,RC3H2
UBA52_UBE2L5,1,RC3H2
UBC_UBE2J1,1,RC3H2
UBC_UBE2A,1,RC3H2
UBB_UBE2C,1,RC3H2
UBC_UBE2D1,1,RC3H2
UBB_UBE2Q1,1,RC3H2
RPS27A_UBE2G1,1,RC3H2
RPS27A_UBE2D2,1,RC3H2
UBC_UBE2B,1,RC3H2
UBB_UBE2E2,1,RC3H2
UBA52_UBE2Z,1,RC3H2
RPS27A_UBE2L3,1,RC3H2
UBA52_UBE2B,1,RC3H2
UBB_UBE2L6,1,RC3H2
UBC_UBE2H,1,RC3H2
UBB_UBE2J2,1,RC3H2
RPS27A_UBE2L6,1,RC3H2
UBB_UBE2D4,1,RC3H2
RPS27A_UBE2K,1,RC3H2
UBB_UBE2D3,1,RC3H2
RPS27A_UBE2N,1,RC3H2
UBA52_UBE2E1,1,RC3H2
RPS27A_UBE2V1,1,RC3H2
UBC_UBE2Z,1,RC3H2
RPS27A_UBE2H,1,RC3H2
RPS27A_UBE2L5,1,RC3H2
UBA52_UBE2N,1,RC3H2
RPS27A_UBE2D3,1,RC3H2
RPS27A_UBE2R2,1,RC3H2
UBC_UBE2E2,1,RC3H2
UBA52_UBE2W,1,RC3H2
UBC_UBE2L3,1,RC3H2
UBB_UBE2D2,1,RC3H2
UBB_UBE2M,1,RC3H2
RPS27A_UBE2V2,1,RC3H2
RPS27A_UBE2NL,1,RC3H2
BIRC6_UBB,1,RC3H2
UBC_UBE2L6,1,RC3H2
RPS27A_UBE2G2,1,RC3H2
UBA52_UBE2Q1,1,RC3H2
UBC_UBE2M,1,RC3H2
RPS27A_UBE2J1,1,RC3H2
UBC_UBE2E1,1,RC3H2
UBA52_UBE2E2,1,RC3H2
UBC_UBE2Q2,1,RC3H2
RPS27A_UBE2D1,1,RC3H2
UBA52_UBE2G2,1,RC3H2
UBC_UBE2K,1,RC3H2
UBA52_UBE2NL,1,RC3H2
RPS27A_UBE2E1,1,RC3H2
UBB_UBE2J1,1,RC3H2
UBA52_UBE2E3,1,RC3H2
UBB_UBE2K,1,RC3H2
UBC_UBE2V2,1,RC3H2
UBB_UBE2W,1,RC3H2
UBC_UBE2L5,1,RC3H2
UBA52_UBE2R2,1,RC3H2
UBA52_UBE2K,1,RC3H2
UBB_UBE2N,1,RC3H2
UBB_UBE2V2,1,RC3H2
UBA52_UBE2Q2,1,RC3H2
UBA52_UBE2C,1,RC3H2
RPS27A_UBE2A,1,RC3H2
UBC_UBE2G1,1,RC3H2
UBB_UBE2Z,1,RC3H2
UBC_UBE2J2,1,RC3H2
RPS27A_UBE2E3,1,RC3H2
UBC_UBE2R2,1,RC3H2
RPS27A_UBE2Z,1,RC3H2
UBC_UBE2T,1,RC3H2
UBB_UBE2E1,1,RC3H2
UBA52_UBE2M,1,RC3H2
UBB_UBE2D1,1,RC3H2
UBC_UBE2D2,1,RC3H2
UBB_UBE2L3,1,RC3H2
RPS27A_UBE2J2,1,RC3H2
UBC_UBE2N,1,RC3H2
UBA52_UBE2D4,1,RC3H2
UBC_UBE2G2,1,RC3H2
RPS27A_UBE2W,1,RC3H2
BIRC6_UBC,1,RC3H2
RPS27A_UBE2E2,1,RC3H2
UBB_UBE2A,1,RC3H2
UBC_UBE2C,1,RC3H2
UBB_UBE2E3,1,RC3H2
UBB_UBE2NL,1,RC3H2
RPS27A_UBE2S,1,RC3H2
UBB_UBE2R2,1,RC3H2
UBC_UBE2Q1,1,RC3H2
UBA52_UBE2A,1,RC3H2
RPS27A_UBE2B,1,RC3H2
UBB_UBE2G1,1,RC3H2
UBB_UBE2Q2,1,RC3H2
RPS27A_UBE2Q2,1,RC3H2
UBB_UBE2T,1,RC3H2
UBC_UBE2D3,1,RC3H2
BIRC6_UBA52,1,RC3H2
UBA52_UBE2H,1,RC3H2
UBA52_UBE2D1,1,RC3H2
UBA52_UBE2I,1,RC3H2
UBA52_UBE2U,1,RC3H2
UBB_UBE2V1,1,RC3H2
RPS27A_UBE2C,1,RC3H2
UBA52_UBE2V2,1,RC3H2
UBA52_UBE2L3,1,RC3H2
RPS27A_UBE2D4,1,RC3H2
UBA52_UBE2D3,1,RC3H2
UBA52_UBE2J2,1,RC3H2
RPS27A_UBE2T,1,RC3H2
UBB_UBE2S,1,RC3H2
UBC_UBE2U,1,RC3H2
UBC_UBE2S,1,RC3H2
UBB_UBE2I,1,RC3H2
UBA52_UBE2L6,1,RC3H2
UBC_UBE2I,1,RC3H2
UBA52_UBE2D2,1,RC3H2
UBC_UBE2E3,1,RC3H2
RPS27A_UBE2Q1,1,RC3H2
RPS27A_UBE2M,1,RC3H2
UBC_UBE2D4,1,RC3H2
UBB_UBE2B,1,RC3H2
UBB_UBE2L5,1,RC3H2
BIRC6_RPS27A,1,RC3H2
UBC_UBE2NL,1,RC3H2
RPS27A_UBE2U,1,RC3H2
SRC,1,LRP1
PRKCA,-1,CTNNB1
ATAT1,1,TUBA3C
TTK,-1,USP16
TSC22D3,-1,FOXO1
CAMKK1,1,CAMK1
SRC,1,HK2
STK4,1,BECN1
MAPK1,-1,GSK3B
MAST2,1,PTEN
IRS1,1,PIK3CA_PIK3R1
EIF1AX,1,CHEBI:15996_CHEBI:16635_EIF2S1_EIF2S2_EIF2S3
CTDNEP1,1,LPIN1
GSK3A,1,PPARA
CCNB1_CDK1,1,CKAP2
GNAI2,-1,ADCY1
LRRK2,-1,SH3GL2
TRIM72,-1,IRS1
XIAP,1,TLE3
AMER1,-1,CTNNB1
PRKCQ,1,GRM5
MDM2,1,NUB1
PRKAA1,-1,CFTR
UBB_UBE2G2,1,XIAP
UBA52_UBE2G1,1,XIAP
UBA52_UBE2V1,1,XIAP
UBA52_UBE2S,1,XIAP
UBB_UBE2H,1,XIAP
UBC_UBE2V1,1,XIAP
UBC_UBE2W,1,XIAP
UBB_UBE2U,1,XIAP
UBA52_UBE2T,1,XIAP
RPS27A_UBE2I,1,XIAP
UBA52_UBE2J1,1,XIAP
UBA52_UBE2L5,1,XIAP
UBC_UBE2J1,1,XIAP
UBC_UBE2A,1,XIAP
UBB_UBE2C,1,XIAP
UBC_UBE2D1,1,XIAP
UBB_UBE2Q1,1,XIAP
RPS27A_UBE2G1,1,XIAP
RPS27A_UBE2D2,1,XIAP
UBC_UBE2B,1,XIAP
UBB_UBE2E2,1,XIAP
UBA52_UBE2Z,1,XIAP
RPS27A_UBE2L3,1,XIAP
UBA52_UBE2B,1,XIAP
UBB_UBE2L6,1,XIAP
UBC_UBE2H,1,XIAP
UBB_UBE2J2,1,XIAP
RPS27A_UBE2L6,1,XIAP
UBB_UBE2D4,1,XIAP
RPS27A_UBE2K,1,XIAP
UBB_UBE2D3,1,XIAP
RPS27A_UBE2N,1,XIAP
UBA52_UBE2E1,1,XIAP
RPS27A_UBE2V1,1,XIAP
UBC_UBE2Z,1,XIAP
RPS27A_UBE2H,1,XIAP
RPS27A_UBE2L5,1,XIAP
UBA52_UBE2N,1,XIAP
RPS27A_UBE2D3,1,XIAP
RPS27A_UBE2R2,1,XIAP
UBC_UBE2E2,1,XIAP
UBA52_UBE2W,1,XIAP
UBC_UBE2L3,1,XIAP
UBB_UBE2D2,1,XIAP
UBB_UBE2M,1,XIAP
RPS27A_UBE2V2,1,XIAP
RPS27A_UBE2NL,1,XIAP
BIRC6_UBB,1,XIAP
UBC_UBE2L6,1,XIAP
RPS27A_UBE2G2,1,XIAP
UBA52_UBE2Q1,1,XIAP
UBC_UBE2M,1,XIAP
RPS27A_UBE2J1,1,XIAP
UBC_UBE2E1,1,XIAP
UBA52_UBE2E2,1,XIAP
UBC_UBE2Q2,1,XIAP
RPS27A_UBE2D1,1,XIAP
UBA52_UBE2G2,1,XIAP
UBC_UBE2K,1,XIAP
UBA52_UBE2NL,1,XIAP
RPS27A_UBE2E1,1,XIAP
UBB_UBE2J1,1,XIAP
UBA52_UBE2E3,1,XIAP
UBB_UBE2K,1,XIAP
UBC_UBE2V2,1,XIAP
UBB_UBE2W,1,XIAP
UBC_UBE2L5,1,XIAP
UBA52_UBE2R2,1,XIAP
UBA52_UBE2K,1,XIAP
UBB_UBE2N,1,XIAP
UBB_UBE2V2,1,XIAP
UBA52_UBE2Q2,1,XIAP
UBA52_UBE2C,1,XIAP
RPS27A_UBE2A,1,XIAP
UBC_UBE2G1,1,XIAP
UBB_UBE2Z,1,XIAP
UBC_UBE2J2,1,XIAP
RPS27A_UBE2E3,1,XIAP
UBC_UBE2R2,1,XIAP
RPS27A_UBE2Z,1,XIAP
UBC_UBE2T,1,XIAP
UBB_UBE2E1,1,XIAP
UBA52_UBE2M,1,XIAP
UBB_UBE2D1,1,XIAP
UBC_UBE2D2,1,XIAP
UBB_UBE2L3,1,XIAP
RPS27A_UBE2J2,1,XIAP
UBC_UBE2N,1,XIAP
UBA52_UBE2D4,1,XIAP
UBC_UBE2G2,1,XIAP
RPS27A_UBE2W,1,XIAP
BIRC6_UBC,1,XIAP
RPS27A_UBE2E2,1,XIAP
UBB_UBE2A,1,XIAP
UBC_UBE2C,1,XIAP
UBB_UBE2E3,1,XIAP
UBB_UBE2NL,1,XIAP
RPS27A_UBE2S,1,XIAP
UBB_UBE2R2,1,XIAP
UBC_UBE2Q1,1,XIAP
UBA52_UBE2A,1,XIAP
RPS27A_UBE2B,1,XIAP
UBB_UBE2G1,1,XIAP
UBB_UBE2Q2,1,XIAP
RPS27A_UBE2Q2,1,XIAP
UBB_UBE2T,1,XIAP
UBC_UBE2D3,1,XIAP
BIRC6_UBA52,1,XIAP
UBA52_UBE2H,1,XIAP
UBA52_UBE2D1,1,XIAP
UBA52_UBE2I,1,XIAP
UBA52_UBE2U,1,XIAP
UBB_UBE2V1,1,XIAP
RPS27A_UBE2C,1,XIAP
UBA52_UBE2V2,1,XIAP
UBA52_UBE2L3,1,XIAP
RPS27A_UBE2D4,1,XIAP
UBA52_UBE2D3,1,XIAP
UBA52_UBE2J2,1,XIAP
RPS27A_UBE2T,1,XIAP
UBB_UBE2S,1,XIAP
UBC_UBE2U,1,XIAP
UBC_UBE2S,1,XIAP
UBB_UBE2I,1,XIAP
UBA52_UBE2L6,1,XIAP
UBC_UBE2I,1,XIAP
UBA52_UBE2D2,1,XIAP
UBC_UBE2E3,1,XIAP
RPS27A_UBE2Q1,1,XIAP
RPS27A_UBE2M,1,XIAP
UBC_UBE2D4,1,XIAP
UBB_UBE2B,1,XIAP
UBB_UBE2L5,1,XIAP
BIRC6_RPS27A,1,XIAP
UBC_UBE2NL,1,XIAP
RPS27A_UBE2U,1,XIAP
MAPK1,-1,MBP
KDM5D,1,H3-3B
PRKCA,-1,SLC6A9
PLAU,1,PLAUR
RAPGEF4,1,RAP1A
PIK3CA_PIK3R1,1,AKT1
MAPK1,-1,PPP2R5C
PTGER1,1,GNAQ
MARCHF7,-1,IQCB1
NHLRC1,1,SLC1A2
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,1,RPS6KB2
CAMK2A,-1,CALD1
CBL,-1,NCK1
PRKG2,-1,EGFR
UBB_UBE2G2,1,TRIM75
UBA52_UBE2G1,1,TRIM75
UBA52_UBE2V1,1,TRIM75
UBA52_UBE2S,1,TRIM75
UBB_UBE2H,1,TRIM75
UBC_UBE2V1,1,TRIM75
UBC_UBE2W,1,TRIM75
UBB_UBE2U,1,TRIM75
UBA52_UBE2T,1,TRIM75
RPS27A_UBE2I,1,TRIM75
UBA52_UBE2J1,1,TRIM75
UBA52_UBE2L5,1,TRIM75
UBC_UBE2J1,1,TRIM75
UBC_UBE2A,1,TRIM75
UBB_UBE2C,1,TRIM75
UBC_UBE2D1,1,TRIM75
UBB_UBE2Q1,1,TRIM75
RPS27A_UBE2G1,1,TRIM75
RPS27A_UBE2D2,1,TRIM75
UBC_UBE2B,1,TRIM75
UBB_UBE2E2,1,TRIM75
UBA52_UBE2Z,1,TRIM75
RPS27A_UBE2L3,1,TRIM75
UBA52_UBE2B,1,TRIM75
UBB_UBE2L6,1,TRIM75
UBC_UBE2H,1,TRIM75
UBB_UBE2J2,1,TRIM75
RPS27A_UBE2L6,1,TRIM75
UBB_UBE2D4,1,TRIM75
RPS27A_UBE2K,1,TRIM75
UBB_UBE2D3,1,TRIM75
RPS27A_UBE2N,1,TRIM75
UBA52_UBE2E1,1,TRIM75
RPS27A_UBE2V1,1,TRIM75
UBC_UBE2Z,1,TRIM75
RPS27A_UBE2H,1,TRIM75
RPS27A_UBE2L5,1,TRIM75
UBA52_UBE2N,1,TRIM75
RPS27A_UBE2D3,1,TRIM75
RPS27A_UBE2R2,1,TRIM75
UBC_UBE2E2,1,TRIM75
UBA52_UBE2W,1,TRIM75
UBC_UBE2L3,1,TRIM75
UBB_UBE2D2,1,TRIM75
UBB_UBE2M,1,TRIM75
RPS27A_UBE2V2,1,TRIM75
RPS27A_UBE2NL,1,TRIM75
BIRC6_UBB,1,TRIM75
UBC_UBE2L6,1,TRIM75
RPS27A_UBE2G2,1,TRIM75
UBA52_UBE2Q1,1,TRIM75
UBC_UBE2M,1,TRIM75
RPS27A_UBE2J1,1,TRIM75
UBC_UBE2E1,1,TRIM75
UBA52_UBE2E2,1,TRIM75
UBC_UBE2Q2,1,TRIM75
RPS27A_UBE2D1,1,TRIM75
UBA52_UBE2G2,1,TRIM75
UBC_UBE2K,1,TRIM75
UBA52_UBE2NL,1,TRIM75
RPS27A_UBE2E1,1,TRIM75
UBB_UBE2J1,1,TRIM75
UBA52_UBE2E3,1,TRIM75
UBB_UBE2K,1,TRIM75
UBC_UBE2V2,1,TRIM75
UBB_UBE2W,1,TRIM75
UBC_UBE2L5,1,TRIM75
UBA52_UBE2R2,1,TRIM75
UBA52_UBE2K,1,TRIM75
UBB_UBE2N,1,TRIM75
UBB_UBE2V2,1,TRIM75
UBA52_UBE2Q2,1,TRIM75
UBA52_UBE2C,1,TRIM75
RPS27A_UBE2A,1,TRIM75
UBC_UBE2G1,1,TRIM75
UBB_UBE2Z,1,TRIM75
UBC_UBE2J2,1,TRIM75
RPS27A_UBE2E3,1,TRIM75
UBC_UBE2R2,1,TRIM75
RPS27A_UBE2Z,1,TRIM75
UBC_UBE2T,1,TRIM75
UBB_UBE2E1,1,TRIM75
UBA52_UBE2M,1,TRIM75
UBB_UBE2D1,1,TRIM75
UBC_UBE2D2,1,TRIM75
UBB_UBE2L3,1,TRIM75
RPS27A_UBE2J2,1,TRIM75
UBC_UBE2N,1,TRIM75
UBA52_UBE2D4,1,TRIM75
UBC_UBE2G2,1,TRIM75
RPS27A_UBE2W,1,TRIM75
BIRC6_UBC,1,TRIM75
RPS27A_UBE2E2,1,TRIM75
UBB_UBE2A,1,TRIM75
UBC_UBE2C,1,TRIM75
UBB_UBE2E3,1,TRIM75
UBB_UBE2NL,1,TRIM75
RPS27A_UBE2S,1,TRIM75
UBB_UBE2R2,1,TRIM75
UBC_UBE2Q1,1,TRIM75
UBA52_UBE2A,1,TRIM75
RPS27A_UBE2B,1,TRIM75
UBB_UBE2G1,1,TRIM75
UBB_UBE2Q2,1,TRIM75
RPS27A_UBE2Q2,1,TRIM75
UBB_UBE2T,1,TRIM75
UBC_UBE2D3,1,TRIM75
BIRC6_UBA52,1,TRIM75
UBA52_UBE2H,1,TRIM75
UBA52_UBE2D1,1,TRIM75
UBA52_UBE2I,1,TRIM75
UBA52_UBE2U,1,TRIM75
UBB_UBE2V1,1,TRIM75
RPS27A_UBE2C,1,TRIM75
UBA52_UBE2V2,1,TRIM75
UBA52_UBE2L3,1,TRIM75
RPS27A_UBE2D4,1,TRIM75
UBA52_UBE2D3,1,TRIM75
UBA52_UBE2J2,1,TRIM75
RPS27A_UBE2T,1,TRIM75
UBB_UBE2S,1,TRIM75
UBC_UBE2U,1,TRIM75
UBC_UBE2S,1,TRIM75
UBB_UBE2I,1,TRIM75
UBA52_UBE2L6,1,TRIM75
UBC_UBE2I,1,TRIM75
UBA52_UBE2D2,1,TRIM75
UBC_UBE2E3,1,TRIM75
RPS27A_UBE2Q1,1,TRIM75
RPS27A_UBE2M,1,TRIM75
UBC_UBE2D4,1,TRIM75
UBB_UBE2B,1,TRIM75
UBB_UBE2L5,1,TRIM75
BIRC6_RPS27A,1,TRIM75
UBC_UBE2NL,1,TRIM75
RPS27A_UBE2U,1,TRIM75
TSC22D3,-1,FOXO3
GPR35,1,GNAO1
CSNK2A1,-1,PML
UBB_UBE2G2,1,IHO1
UBA52_UBE2G1,1,IHO1
UBA52_UBE2V1,1,IHO1
UBA52_UBE2S,1,IHO1
UBB_UBE2H,1,IHO1
UBC_UBE2V1,1,IHO1
UBC_UBE2W,1,IHO1
UBB_UBE2U,1,IHO1
UBA52_UBE2T,1,IHO1
RPS27A_UBE2I,1,IHO1
UBA52_UBE2J1,1,IHO1
UBA52_UBE2L5,1,IHO1
UBC_UBE2J1,1,IHO1
UBC_UBE2A,1,IHO1
UBB_UBE2C,1,IHO1
UBC_UBE2D1,1,IHO1
UBB_UBE2Q1,1,IHO1
RPS27A_UBE2G1,1,IHO1
RPS27A_UBE2D2,1,IHO1
UBC_UBE2B,1,IHO1
UBB_UBE2E2,1,IHO1
UBA52_UBE2Z,1,IHO1
RPS27A_UBE2L3,1,IHO1
UBA52_UBE2B,1,IHO1
UBB_UBE2L6,1,IHO1
UBC_UBE2H,1,IHO1
UBB_UBE2J2,1,IHO1
RPS27A_UBE2L6,1,IHO1
UBB_UBE2D4,1,IHO1
RPS27A_UBE2K,1,IHO1
UBB_UBE2D3,1,IHO1
RPS27A_UBE2N,1,IHO1
UBA52_UBE2E1,1,IHO1
RPS27A_UBE2V1,1,IHO1
UBC_UBE2Z,1,IHO1
RPS27A_UBE2H,1,IHO1
RPS27A_UBE2L5,1,IHO1
UBA52_UBE2N,1,IHO1
RPS27A_UBE2D3,1,IHO1
RPS27A_UBE2R2,1,IHO1
UBC_UBE2E2,1,IHO1
UBA52_UBE2W,1,IHO1
UBC_UBE2L3,1,IHO1
UBB_UBE2D2,1,IHO1
UBB_UBE2M,1,IHO1
RPS27A_UBE2V2,1,IHO1
RPS27A_UBE2NL,1,IHO1
BIRC6_UBB,1,IHO1
UBC_UBE2L6,1,IHO1
RPS27A_UBE2G2,1,IHO1
UBA52_UBE2Q1,1,IHO1
UBC_UBE2M,1,IHO1
RPS27A_UBE2J1,1,IHO1
UBC_UBE2E1,1,IHO1
UBA52_UBE2E2,1,IHO1
UBC_UBE2Q2,1,IHO1
RPS27A_UBE2D1,1,IHO1
UBA52_UBE2G2,1,IHO1
UBC_UBE2K,1,IHO1
UBA52_UBE2NL,1,IHO1
RPS27A_UBE2E1,1,IHO1
UBB_UBE2J1,1,IHO1
UBA52_UBE2E3,1,IHO1
UBB_UBE2K,1,IHO1
UBC_UBE2V2,1,IHO1
UBB_UBE2W,1,IHO1
UBC_UBE2L5,1,IHO1
UBA52_UBE2R2,1,IHO1
UBA52_UBE2K,1,IHO1
UBB_UBE2N,1,IHO1
UBB_UBE2V2,1,IHO1
UBA52_UBE2Q2,1,IHO1
UBA52_UBE2C,1,IHO1
RPS27A_UBE2A,1,IHO1
UBC_UBE2G1,1,IHO1
UBB_UBE2Z,1,IHO1
UBC_UBE2J2,1,IHO1
RPS27A_UBE2E3,1,IHO1
UBC_UBE2R2,1,IHO1
RPS27A_UBE2Z,1,IHO1
UBC_UBE2T,1,IHO1
UBB_UBE2E1,1,IHO1
UBA52_UBE2M,1,IHO1
UBB_UBE2D1,1,IHO1
UBC_UBE2D2,1,IHO1
UBB_UBE2L3,1,IHO1
RPS27A_UBE2J2,1,IHO1
UBC_UBE2N,1,IHO1
UBA52_UBE2D4,1,IHO1
UBC_UBE2G2,1,IHO1
RPS27A_UBE2W,1,IHO1
BIRC6_UBC,1,IHO1
RPS27A_UBE2E2,1,IHO1
UBB_UBE2A,1,IHO1
UBC_UBE2C,1,IHO1
UBB_UBE2E3,1,IHO1
UBB_UBE2NL,1,IHO1
RPS27A_UBE2S,1,IHO1
UBB_UBE2R2,1,IHO1
UBC_UBE2Q1,1,IHO1
UBA52_UBE2A,1,IHO1
RPS27A_UBE2B,1,IHO1
UBB_UBE2G1,1,IHO1
UBB_UBE2Q2,1,IHO1
RPS27A_UBE2Q2,1,IHO1
UBB_UBE2T,1,IHO1
UBC_UBE2D3,1,IHO1
BIRC6_UBA52,1,IHO1
UBA52_UBE2H,1,IHO1
UBA52_UBE2D1,1,IHO1
UBA52_UBE2I,1,IHO1
UBA52_UBE2U,1,IHO1
UBB_UBE2V1,1,IHO1
RPS27A_UBE2C,1,IHO1
UBA52_UBE2V2,1,IHO1
UBA52_UBE2L3,1,IHO1
RPS27A_UBE2D4,1,IHO1
UBA52_UBE2D3,1,IHO1
UBA52_UBE2J2,1,IHO1
RPS27A_UBE2T,1,IHO1
UBB_UBE2S,1,IHO1
UBC_UBE2U,1,IHO1
UBC_UBE2S,1,IHO1
UBB_UBE2I,1,IHO1
UBA52_UBE2L6,1,IHO1
UBC_UBE2I,1,IHO1
